,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Efa (eV/atom)
113,3,3,32,53,53,9,17,4,4,41,74,74,10,18,2,2,4,5,5,2,3,3.582,3.582,0.32,0.214,0.214,0.824,0.479,0.534,0.534,5.32,4.93,4.93,0.0017,0.00321,2.1,2.1,1.5,1.3,1.3,0.57,0.97,5.3917,5.3917,7.8994,10.4513,10.4513,17.4228,12.9676,6.941,6.941,72.64,126.904,126.904,18.998,35.453,453.85,453.85,1211.45,386.65,386.65,53.63,172.31,0.154110282
114,3,3,32,53,53,9,35,4,4,41,74,74,10,45,2,2,4,5,5,2,4,3.582,3.582,0.32,0.214,0.214,0.824,0.474,0.534,0.534,5.32,4.93,4.93,0.0017,3.12,2.1,2.1,1.5,1.3,1.3,0.57,1.1,5.3917,5.3917,7.8994,10.4513,10.4513,17.4228,11.8138,6.941,6.941,72.64,126.904,126.904,18.998,79.904,453.85,453.85,1211.45,386.65,386.65,53.63,266.05,0.31420121
115,3,3,32,53,53,17,35,4,4,41,74,74,18,45,2,2,4,5,5,3,4,3.582,3.582,0.32,0.214,0.214,0.479,0.474,0.534,0.534,5.32,4.93,4.93,0.00321,3.12,2.1,2.1,1.5,1.3,1.3,0.97,1.1,5.3917,5.3917,7.8994,10.4513,10.4513,12.9676,11.8138,6.941,6.941,72.64,126.904,126.904,35.453,79.904,453.85,453.85,1211.45,386.65,386.65,172.31,266.05,0.214185067
116,3,3,50,9,9,17,35,4,4,69,10,10,18,45,2,2,5,2,2,3,4,3.582,3.582,0.228,0.824,0.824,0.479,0.474,0.534,0.534,7.29,0.0017,0.0017,0.00321,3.12,2.1,2.1,1.7,0.57,0.57,0.97,1.1,5.3917,5.3917,7.3439,17.4228,17.4228,12.9676,11.8138,6.941,6.941,118.71,18.998,18.998,35.453,79.904,453.85,453.85,505.21,53.63,53.63,172.31,266.05,0.668629571
117,3,3,50,9,9,17,53,4,4,69,10,10,18,74,2,2,5,2,2,3,5,3.582,3.582,0.228,0.824,0.824,0.479,0.214,0.534,0.534,7.29,0.0017,0.0017,0.00321,4.93,2.1,2.1,1.7,0.57,0.57,0.97,1.3,5.3917,5.3917,7.3439,17.4228,17.4228,12.9676,10.4513,6.941,6.941,118.71,18.998,18.998,35.453,126.904,453.85,453.85,505.21,53.63,53.63,172.31,386.65,0.523298286
118,3,3,50,9,9,35,53,4,4,69,10,10,45,74,2,2,5,2,2,4,5,3.582,3.582,0.228,0.824,0.824,0.474,0.214,0.534,0.534,7.29,0.0017,0.0017,3.12,4.93,2.1,2.1,1.7,0.57,0.57,1.1,1.3,5.3917,5.3917,7.3439,17.4228,17.4228,11.8138,10.4513,6.941,6.941,118.71,18.998,18.998,79.904,126.904,453.85,453.85,505.21,53.63,53.63,266.05,386.65,0.673124786
119,3,3,50,17,17,9,35,4,4,69,18,18,10,45,2,2,5,3,3,2,4,3.582,3.582,0.228,0.479,0.479,0.824,0.474,0.534,0.534,7.29,0.00321,0.00321,0.0017,3.12,2.1,2.1,1.7,0.97,0.97,0.57,1.1,5.3917,5.3917,7.3439,12.9676,12.9676,17.4228,11.8138,6.941,6.941,118.71,35.453,35.453,18.998,79.904,453.85,453.85,505.21,172.31,172.31,53.63,266.05,0.364659714
120,3,3,50,17,17,9,53,4,4,69,18,18,10,74,2,2,5,3,3,2,5,3.582,3.582,0.228,0.479,0.479,0.824,0.214,0.534,0.534,7.29,0.00321,0.00321,0.0017,4.93,2.1,2.1,1.7,0.97,0.97,0.57,1.3,5.3917,5.3917,7.3439,12.9676,12.9676,17.4228,10.4513,6.941,6.941,118.71,35.453,35.453,18.998,126.904,453.85,453.85,505.21,172.31,172.31,53.63,386.65,0.213523857
121,3,3,50,17,17,35,53,4,4,69,18,18,45,74,2,2,5,3,3,4,5,3.582,3.582,0.228,0.479,0.479,0.474,0.214,0.534,0.534,7.29,0.00321,0.00321,3.12,4.93,2.1,2.1,1.7,0.97,0.97,1.1,1.3,5.3917,5.3917,7.3439,12.9676,12.9676,11.8138,10.4513,6.941,6.941,118.71,35.453,35.453,79.904,126.904,453.85,453.85,505.21,172.31,172.31,266.05,386.65,0.2862895
122,3,3,50,35,35,9,17,4,4,69,45,45,10,18,2,2,5,4,4,2,3,3.582,3.582,0.228,0.474,0.474,0.824,0.479,0.534,0.534,7.29,3.12,3.12,0.0017,0.00321,2.1,2.1,1.7,1.1,1.1,0.57,0.97,5.3917,5.3917,7.3439,11.8138,11.8138,17.4228,12.9676,6.941,6.941,118.71,79.904,79.904,18.998,35.453,453.85,453.85,505.21,266.05,266.05,53.63,172.31,0.200786885
123,3,3,50,35,35,9,53,4,4,69,45,45,10,74,2,2,5,4,4,2,5,3.582,3.582,0.228,0.474,0.474,0.824,0.214,0.534,0.534,7.29,3.12,3.12,0.0017,4.93,2.1,2.1,1.7,1.1,1.1,0.57,1.3,5.3917,5.3917,7.3439,11.8138,11.8138,17.4228,10.4513,6.941,6.941,118.71,79.904,79.904,18.998,126.904,453.85,453.85,505.21,266.05,266.05,53.63,386.65,0.172307813
124,3,3,50,35,35,17,53,4,4,69,45,45,18,74,2,2,5,4,4,3,5,3.582,3.582,0.228,0.474,0.474,0.479,0.214,0.534,0.534,7.29,3.12,3.12,0.00321,4.93,2.1,2.1,1.7,1.1,1.1,0.97,1.3,5.3917,5.3917,7.3439,11.8138,11.8138,12.9676,10.4513,6.941,6.941,118.71,79.904,79.904,35.453,126.904,453.85,453.85,505.21,266.05,266.05,172.31,386.65,0.094562528
125,3,3,50,53,53,9,17,4,4,69,74,74,10,18,2,2,5,5,5,2,3,3.582,3.582,0.228,0.214,0.214,0.824,0.479,0.534,0.534,7.29,4.93,4.93,0.0017,0.00321,2.1,2.1,1.7,1.3,1.3,0.57,0.97,5.3917,5.3917,7.3439,10.4513,10.4513,17.4228,12.9676,6.941,6.941,118.71,126.904,126.904,18.998,35.453,453.85,453.85,505.21,386.65,386.65,53.63,172.31,0.193960524
126,3,3,50,53,53,9,35,4,4,69,74,74,10,45,2,2,5,5,5,2,4,3.582,3.582,0.228,0.214,0.214,0.824,0.474,0.534,0.534,7.29,4.93,4.93,0.0017,3.12,2.1,2.1,1.7,1.3,1.3,0.57,1.1,5.3917,5.3917,7.3439,10.4513,10.4513,17.4228,11.8138,6.941,6.941,118.71,126.904,126.904,18.998,79.904,453.85,453.85,505.21,386.65,386.65,53.63,266.05,0.32382231
127,3,3,50,53,53,17,35,4,4,69,74,74,18,45,2,2,5,5,5,3,4,3.582,3.582,0.228,0.214,0.214,0.479,0.474,0.534,0.534,7.29,4.93,4.93,0.00321,3.12,2.1,2.1,1.7,1.3,1.3,0.97,1.1,5.3917,5.3917,7.3439,10.4513,10.4513,12.9676,11.8138,6.941,6.941,118.71,126.904,126.904,35.453,79.904,453.85,453.85,505.21,386.65,386.65,172.31,266.05,0.224634024
128,3,3,82,9,9,17,35,4,4,125,10,10,18,45,2,2,6,2,2,3,4,3.582,3.582,0.129,0.824,0.824,0.479,0.474,0.534,0.534,11.3,0.0017,0.0017,0.00321,3.12,2.1,2.1,1.8,0.57,0.57,0.97,1.1,5.3917,5.3917,7.4167,17.4228,17.4228,12.9676,11.8138,6.941,6.941,207.2,18.998,18.998,35.453,79.904,453.85,453.85,600.75,53.63,53.63,172.31,266.05,0.624139306
129,3,3,82,9,9,17,53,4,4,125,10,10,18,74,2,2,6,2,2,3,5,3.582,3.582,0.129,0.824,0.824,0.479,0.214,0.534,0.534,11.3,0.0017,0.0017,0.00321,4.93,2.1,2.1,1.8,0.57,0.57,0.97,1.3,5.3917,5.3917,7.4167,17.4228,17.4228,12.9676,10.4513,6.941,6.941,207.2,18.998,18.998,35.453,126.904,453.85,453.85,600.75,53.63,53.63,172.31,386.65,0.478829592
130,3,3,82,9,9,35,53,4,4,125,10,10,45,74,2,2,6,2,2,4,5,3.582,3.582,0.129,0.824,0.824,0.474,0.214,0.534,0.534,11.3,0.0017,0.0017,3.12,4.93,2.1,2.1,1.8,0.57,0.57,1.1,1.3,5.3917,5.3917,7.4167,17.4228,17.4228,11.8138,10.4513,6.941,6.941,207.2,18.998,18.998,79.904,126.904,453.85,453.85,600.75,53.63,53.63,266.05,386.65,0.624715663
131,3,3,82,17,17,9,35,4,4,125,18,18,10,45,2,2,6,3,3,2,4,3.582,3.582,0.129,0.479,0.479,0.824,0.474,0.534,0.534,11.3,0.00321,0.00321,0.0017,3.12,2.1,2.1,1.8,0.97,0.97,0.57,1.1,5.3917,5.3917,7.4167,12.9676,12.9676,17.4228,11.8138,6.941,6.941,207.2,35.453,35.453,18.998,79.904,453.85,453.85,600.75,172.31,172.31,53.63,266.05,0.284579357
132,3,3,82,17,17,9,53,4,4,125,18,18,10,74,2,2,6,3,3,2,5,3.582,3.582,0.129,0.479,0.479,0.824,0.214,0.534,0.534,11.3,0.00321,0.00321,0.0017,4.93,2.1,2.1,1.8,0.97,0.97,0.57,1.3,5.3917,5.3917,7.4167,12.9676,12.9676,17.4228,10.4513,6.941,6.941,207.2,35.453,35.453,18.998,126.904,453.85,453.85,600.75,172.31,172.31,53.63,386.65,0.1340335
133,3,3,82,17,17,35,53,4,4,125,18,18,45,74,2,2,6,3,3,4,5,3.582,3.582,0.129,0.479,0.479,0.474,0.214,0.534,0.534,11.3,0.00321,0.00321,3.12,4.93,2.1,2.1,1.8,0.97,0.97,1.1,1.3,5.3917,5.3917,7.4167,12.9676,12.9676,11.8138,10.4513,6.941,6.941,207.2,35.453,35.453,79.904,126.904,453.85,453.85,600.75,172.31,172.31,266.05,386.65,0.178858429
134,3,3,82,35,35,9,17,4,4,125,45,45,10,18,2,2,6,4,4,2,3,3.582,3.582,0.129,0.474,0.474,0.824,0.479,0.534,0.534,11.3,3.12,3.12,0.0017,0.00321,2.1,2.1,1.8,1.1,1.1,0.57,0.97,5.3917,5.3917,7.4167,11.8138,11.8138,17.4228,12.9676,6.941,6.941,207.2,79.904,79.904,18.998,35.453,453.85,453.85,600.75,266.05,266.05,53.63,172.31,0.080328143
135,3,3,82,35,35,9,53,4,4,125,45,45,10,74,2,2,6,4,4,2,5,3.582,3.582,0.129,0.474,0.474,0.824,0.214,0.534,0.534,11.3,3.12,3.12,0.0017,4.93,2.1,2.1,1.8,1.1,1.1,0.57,1.3,5.3917,5.3917,7.4167,11.8138,11.8138,17.4228,10.4513,6.941,6.941,207.2,79.904,79.904,18.998,126.904,453.85,453.85,600.75,266.05,266.05,53.63,386.65,0.071987214
136,3,3,82,35,35,17,53,4,4,125,45,45,18,74,2,2,6,4,4,3,5,3.582,3.582,0.129,0.474,0.474,0.479,0.214,0.534,0.534,11.3,3.12,3.12,0.00321,4.93,2.1,2.1,1.8,1.1,1.1,0.97,1.3,5.3917,5.3917,7.4167,11.8138,11.8138,12.9676,10.4513,6.941,6.941,207.2,79.904,79.904,35.453,126.904,453.85,453.85,600.75,266.05,266.05,172.31,386.65,-0.034433786
137,3,3,82,53,53,9,17,4,4,125,74,74,10,18,2,2,6,5,5,2,3,3.582,3.582,0.129,0.214,0.214,0.824,0.479,0.534,0.534,11.3,4.93,4.93,0.0017,0.00321,2.1,2.1,1.8,1.3,1.3,0.57,0.97,5.3917,5.3917,7.4167,10.4513,10.4513,17.4228,12.9676,6.941,6.941,207.2,126.904,126.904,18.998,35.453,453.85,453.85,600.75,386.65,386.65,53.63,172.31,0.256995429
138,3,3,82,53,53,9,35,4,4,125,74,74,10,45,2,2,6,5,5,2,4,3.582,3.582,0.129,0.214,0.214,0.824,0.474,0.534,0.534,11.3,4.93,4.93,0.0017,3.12,2.1,2.1,1.8,1.3,1.3,0.57,1.1,5.3917,5.3917,7.4167,10.4513,10.4513,17.4228,11.8138,6.941,6.941,207.2,126.904,126.904,18.998,79.904,453.85,453.85,600.75,386.65,386.65,53.63,266.05,0.395644071
139,3,3,82,53,53,17,35,4,4,125,74,74,18,45,2,2,6,5,5,3,4,3.582,3.582,0.129,0.214,0.214,0.479,0.474,0.534,0.534,11.3,4.93,4.93,0.00321,3.12,2.1,2.1,1.8,1.3,1.3,0.97,1.1,5.3917,5.3917,7.4167,10.4513,10.4513,12.9676,11.8138,6.941,6.941,207.2,126.904,126.904,35.453,79.904,453.85,453.85,600.75,386.65,386.65,172.31,266.05,0.284550643
140,11,11,56,9,9,9,9,12,12,81,10,10,10,10,3,3,6,2,2,2,2,1.228,1.228,0.204,0.824,0.824,0.824,0.824,0.971,0.971,3.59,0.0017,0.0017,0.0017,0.0017,2.2,2.2,2.8,0.57,0.57,0.57,0.57,5.1391,5.1391,5.2117,17.4228,17.4228,17.4228,17.4228,22.99,22.99,137.327,18.998,18.998,18.998,18.998,371.15,371.15,1002.15,53.63,53.63,53.63,53.63,-0.015048143
141,11,11,30,9,9,9,9,12,12,35,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.388,0.824,0.824,0.824,0.824,0.971,0.971,7.13,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.5,0.57,0.57,0.57,0.57,5.1391,5.1391,9.3942,17.4228,17.4228,17.4228,17.4228,22.99,22.99,65.38,18.998,18.998,18.998,18.998,371.15,371.15,692.88,53.63,53.63,53.63,53.63,-0.372113143
142,11,11,20,9,9,9,9,12,12,20,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.647,0.824,0.824,0.824,0.824,0.971,0.971,1.54,0.0017,0.0017,0.0017,0.0017,2.2,2.2,2.2,0.57,0.57,0.57,0.57,5.1391,5.1391,6.1132,17.4228,17.4228,17.4228,17.4228,22.99,22.99,40.078,18.998,18.998,18.998,18.998,371.15,371.15,1112.15,53.63,53.63,53.63,53.63,0.486024286
143,11,11,48,9,9,9,9,12,12,64,10,10,10,10,3,3,5,2,2,2,2,1.228,1.228,0.232,0.824,0.824,0.824,0.824,0.971,0.971,8.69,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,8.9938,17.4228,17.4228,17.4228,17.4228,22.99,22.99,112.411,18.998,18.998,18.998,18.998,371.15,371.15,594.33,53.63,53.63,53.63,53.63,0.300544857
144,11,11,27,9,9,9,9,12,12,32,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.421,0.824,0.824,0.824,0.824,0.971,0.971,8.86,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,7.881,17.4228,17.4228,17.4228,17.4228,22.99,22.99,58.933,18.998,18.998,18.998,18.998,371.15,371.15,1768.15,53.63,53.63,53.63,53.63,0.182979
145,11,11,24,9,9,9,9,12,12,28,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.15,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.9,0.57,0.57,0.57,0.57,5.1391,5.1391,6.7665,17.4228,17.4228,17.4228,17.4228,22.99,22.99,51.996,18.998,18.998,18.998,18.998,371.15,371.15,2130.15,53.63,53.63,53.63,53.63,-0.537286857
146,11,11,29,9,9,9,9,12,12,35,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.385,0.824,0.824,0.824,0.824,0.971,0.971,8.96,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.6,0.57,0.57,0.57,0.57,5.1391,5.1391,7.7264,17.4228,17.4228,17.4228,17.4228,22.99,22.99,63.546,18.998,18.998,18.998,18.998,371.15,371.15,1357.75,53.63,53.63,53.63,53.63,0.488101363
147,11,11,26,9,9,9,9,12,12,30,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.87,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,7.9024,17.4228,17.4228,17.4228,17.4228,22.99,22.99,55.845,18.998,18.998,18.998,18.998,371.15,371.15,1808.15,53.63,53.63,53.63,53.63,-0.020197143
148,11,11,12,9,9,9,9,12,12,12,10,10,10,10,3,3,3,2,2,2,2,1.228,1.228,1.023,0.824,0.824,0.824,0.824,0.971,0.971,1.74,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.7,0.57,0.57,0.57,0.57,5.1391,5.1391,7.6462,17.4228,17.4228,17.4228,17.4228,22.99,22.99,24.305,18.998,18.998,18.998,18.998,371.15,371.15,923.15,53.63,53.63,53.63,53.63,0.433076143
149,11,11,25,9,9,9,9,12,12,30,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.479,0.824,0.824,0.824,0.824,0.971,0.971,7.44,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.8,0.57,0.57,0.57,0.57,5.1391,5.1391,7.434,17.4228,17.4228,17.4228,17.4228,22.99,22.99,54.938,18.998,18.998,18.998,18.998,371.15,371.15,1519.15,53.63,53.63,53.63,53.63,-0.300979757
150,11,11,28,9,9,9,9,12,12,31,10,10,10,10,3,3,4,2,2,2,2,1.228,1.228,0.444,0.824,0.824,0.824,0.824,0.971,0.971,8.91,0.0017,0.0017,0.0017,0.0017,2.2,2.2,1.6,0.57,0.57,0.57,0.57,5.1391,5.1391,7.6398,17.4228,17.4228,17.4228,17.4228,22.99,22.99,58.693,18.998,18.998,18.998,18.998,371.15,371.15,1726.15,53.63,53.63,53.63,53.63,0.543126646
151,37,37,56,9,9,9,9,48,48,81,10,10,10,10,5,5,6,2,2,2,2,0.363,0.363,0.204,0.824,0.824,0.824,0.824,1.53,1.53,3.59,0.0017,0.0017,0.0017,0.0017,3.0,3.0,2.8,0.57,0.57,0.57,0.57,4.1771,4.1771,5.2117,17.4228,17.4228,17.4228,17.4228,85.468,85.468,137.327,18.998,18.998,18.998,18.998,312.79,312.79,1002.15,53.63,53.63,53.63,53.63,0.349401571
152,37,37,30,9,9,9,9,48,48,35,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.388,0.824,0.824,0.824,0.824,1.53,1.53,7.13,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.5,0.57,0.57,0.57,0.57,4.1771,4.1771,9.3942,17.4228,17.4228,17.4228,17.4228,85.468,85.468,65.38,18.998,18.998,18.998,18.998,312.79,312.79,692.88,53.63,53.63,53.63,53.63,-0.378876429
153,37,37,20,9,9,9,9,48,48,20,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.647,0.824,0.824,0.824,0.824,1.53,1.53,1.54,0.0017,0.0017,0.0017,0.0017,3.0,3.0,2.2,0.57,0.57,0.57,0.57,4.1771,4.1771,6.1132,17.4228,17.4228,17.4228,17.4228,85.468,85.468,40.078,18.998,18.998,18.998,18.998,312.79,312.79,1112.15,53.63,53.63,53.63,53.63,0.316949571
154,37,37,48,9,9,9,9,48,48,64,10,10,10,10,5,5,5,2,2,2,2,0.363,0.363,0.232,0.824,0.824,0.824,0.824,1.53,1.53,8.69,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,8.9938,17.4228,17.4228,17.4228,17.4228,85.468,85.468,112.411,18.998,18.998,18.998,18.998,312.79,312.79,594.33,53.63,53.63,53.63,53.63,0.134182286
155,37,37,27,9,9,9,9,48,48,32,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.421,0.824,0.824,0.824,0.824,1.53,1.53,8.86,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,7.881,17.4228,17.4228,17.4228,17.4228,85.468,85.468,58.933,18.998,18.998,18.998,18.998,312.79,312.79,1768.15,53.63,53.63,53.63,53.63,0.422530286
156,37,37,24,9,9,9,9,48,48,28,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.15,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.9,0.57,0.57,0.57,0.57,4.1771,4.1771,6.7665,17.4228,17.4228,17.4228,17.4228,85.468,85.468,51.996,18.998,18.998,18.998,18.998,312.79,312.79,2130.15,53.63,53.63,53.63,53.63,-0.399112714
157,37,37,29,9,9,9,9,48,48,35,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.385,0.824,0.824,0.824,0.824,1.53,1.53,8.96,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.6,0.57,0.57,0.57,0.57,4.1771,4.1771,7.7264,17.4228,17.4228,17.4228,17.4228,85.468,85.468,63.546,18.998,18.998,18.998,18.998,312.79,312.79,1357.75,53.63,53.63,53.63,53.63,0.321635078
158,37,37,26,9,9,9,9,48,48,30,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.87,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,7.9024,17.4228,17.4228,17.4228,17.4228,85.468,85.468,55.845,18.998,18.998,18.998,18.998,312.79,312.79,1808.15,53.63,53.63,53.63,53.63,0.032797143
159,37,37,12,9,9,9,9,48,48,12,10,10,10,10,5,5,3,2,2,2,2,0.363,0.363,1.023,0.824,0.824,0.824,0.824,1.53,1.53,1.74,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.7,0.57,0.57,0.57,0.57,4.1771,4.1771,7.6462,17.4228,17.4228,17.4228,17.4228,85.468,85.468,24.305,18.998,18.998,18.998,18.998,312.79,312.79,923.15,53.63,53.63,53.63,53.63,0.268423143
160,37,37,25,9,9,9,9,48,48,30,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.479,0.824,0.824,0.824,0.824,1.53,1.53,7.44,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.8,0.57,0.57,0.57,0.57,4.1771,4.1771,7.434,17.4228,17.4228,17.4228,17.4228,85.468,85.468,54.938,18.998,18.998,18.998,18.998,312.79,312.79,1519.15,53.63,53.63,53.63,53.63,-0.055098185
161,37,37,28,9,9,9,9,48,48,31,10,10,10,10,5,5,4,2,2,2,2,0.363,0.363,0.444,0.824,0.824,0.824,0.824,1.53,1.53,8.91,0.0017,0.0017,0.0017,0.0017,3.0,3.0,1.6,0.57,0.57,0.57,0.57,4.1771,4.1771,7.6398,17.4228,17.4228,17.4228,17.4228,85.468,85.468,58.693,18.998,18.998,18.998,18.998,312.79,312.79,1726.15,53.63,53.63,53.63,53.63,0.376634075
162,3,3,56,17,17,17,17,4,4,81,18,18,18,18,2,2,6,3,3,3,3,3.582,3.582,0.204,0.479,0.479,0.479,0.479,0.534,0.534,3.59,0.00321,0.00321,0.00321,0.00321,2.1,2.1,2.8,0.97,0.97,0.97,0.97,5.3917,5.3917,5.2117,12.9676,12.9676,12.9676,12.9676,6.941,6.941,137.327,35.453,35.453,35.453,35.453,453.85,453.85,1002.15,172.31,172.31,172.31,172.31,0.213799714
163,3,3,30,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.388,0.479,0.479,0.479,0.479,0.534,0.534,7.13,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.5,0.97,0.97,0.97,0.97,5.3917,5.3917,9.3942,12.9676,12.9676,12.9676,12.9676,6.941,6.941,65.38,35.453,35.453,35.453,35.453,453.85,453.85,692.88,172.31,172.31,172.31,172.31,-0.233206429
164,3,3,20,17,17,17,17,4,4,20,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.647,0.479,0.479,0.479,0.479,0.534,0.534,1.54,0.00321,0.00321,0.00321,0.00321,2.1,2.1,2.2,0.97,0.97,0.97,0.97,5.3917,5.3917,6.1132,12.9676,12.9676,12.9676,12.9676,6.941,6.941,40.078,35.453,35.453,35.453,35.453,453.85,453.85,1112.15,172.31,172.31,172.31,172.31,0.096925143
165,3,3,48,17,17,17,17,4,4,64,18,18,18,18,2,2,5,3,3,3,3,3.582,3.582,0.232,0.479,0.479,0.479,0.479,0.534,0.534,8.69,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,8.9938,12.9676,12.9676,12.9676,12.9676,6.941,6.941,112.411,35.453,35.453,35.453,35.453,453.85,453.85,594.33,172.31,172.31,172.31,172.31,-0.002006
166,3,3,27,17,17,17,17,4,4,32,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.421,0.479,0.479,0.479,0.479,0.534,0.534,8.86,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.881,12.9676,12.9676,12.9676,12.9676,6.941,6.941,58.933,35.453,35.453,35.453,35.453,453.85,453.85,1768.15,172.31,172.31,172.31,172.31,0.395361
167,3,3,24,17,17,17,17,4,4,28,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.15,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.9,0.97,0.97,0.97,0.97,5.3917,5.3917,6.7665,12.9676,12.9676,12.9676,12.9676,6.941,6.941,51.996,35.453,35.453,35.453,35.453,453.85,453.85,2130.15,172.31,172.31,172.31,172.31,-0.452643
168,3,3,29,17,17,17,17,4,4,35,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.385,0.479,0.479,0.479,0.479,0.534,0.534,8.96,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.6,0.97,0.97,0.97,0.97,5.3917,5.3917,7.7264,12.9676,12.9676,12.9676,12.9676,6.941,6.941,63.546,35.453,35.453,35.453,35.453,453.85,453.85,1357.75,172.31,172.31,172.31,172.31,0.177159557
169,3,3,26,17,17,17,17,4,4,30,18,18,18,18,2,2,4,3,3,3,3,3.582,3.582,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.87,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.9024,12.9676,12.9676,12.9676,12.9676,6.941,6.941,55.845,35.453,35.453,35.453,35.453,453.85,453.85,1808.15,172.31,172.31,172.31,172.31,0.510815429
170,3,3,12,17,17,17,17,4,4,12,18,18,18,18,2,2,3,3,3,3,3,3.582,3.582,1.023,0.479,0.479,0.479,0.479,0.534,0.534,1.74,0.00321,0.00321,0.00321,0.00321,2.1,2.1,1.7,0.97,0.97,0.97,0.97,5.3917,5.3917,7.6462,12.9676,12.9676,12.9676,12.9676,6.941,6.941,24.305,35.453,35.453,35.453,35.453,453.85,453.85,923.15,172.31,172.31,172.31,172.31,0.256939714
